keys,en,it,de,fr
Google cloud progress belongs to a different profile and was not applied.,Google cloud progress belongs to a different profile and was not applied.,I progressi nel cloud di Google appartengono a un altro profilo e non sono stati applicati.,Der Google-Cloud-Fortschritt gehört zu einem anderen Profil und wurde nicht übernommen.,La progression du cloud Google appartient à un autre profil et n'a pas été appliquée.
This device's save identity could not be verified; no cloud data was changed.,This device's save identity could not be verified; no cloud data was changed.,Non è stato possibile verificare l'identità del salvataggio su questo dispositivo; nessun dato cloud è stato modificato.,Die Speicherstand-Identität dieses Geräts konnte nicht verifiziert werden; es wurden keine Cloud-Daten geändert.,L'identité de la sauvegarde de cet appareil n'a pas pu être vérifiée ; aucune donnée cloud n'a été modifiée.
The save is too large for Google Play cloud storage.,The save is too large for Google Play cloud storage.,Il salvataggio è troppo grande per lo spazio di archiviazione cloud di Google Play.,Der Speicherstand ist zu groß für den Cloud-Speicher von Google Play.,La sauvegarde est trop volumineuse pour le stockage cloud de Google Play.
Current cloud payload: %d bytes; limit: %d bytes. The local save was not changed.,Current cloud payload: %d bytes; limit: %d bytes. The local save was not changed.,Payload cloud attuale: %d byte; limite: %d byte. Il salvataggio locale non è stato modificato.,Aktuelle Cloud-Nutzlast: %d Byte; Limit: %d Byte. Der lokale Speicherstand wurde nicht geändert.,Charge utile cloud actuelle : %d octets ; limite : %d octets. La sauvegarde locale n'a pas été modifiée.
Shows progress within the current class. Gaining levels increases Health and Attack. Reaching a class milestone pauses experience gain until the hero is promoted; elite heroes can continue to the elite cap and unlock Ascension there.,Shows progress within the current class. Gaining levels increases Health and Attack. Reaching a class milestone pauses experience gain until the hero is promoted; elite heroes can continue to the elite cap and unlock Ascension there.,Mostra l'avanzamento nella classe attuale. Salire di livello aumenta Salute e Attacco. Raggiungere un traguardo di classe sospende l'esperienza finché l'eroe non viene promosso; gli eroi élite possono continuare fino al limite élite e sbloccare lì l'Ascensione.,"Zeigt den Fortschritt innerhalb der aktuellen Klasse. Stufenaufstiege erhöhen Leben und Angriff. Ist ein Klassenmeilenstein erreicht, pausiert der Erfahrungsgewinn, bis der Held befördert wird; Elitehelden können bis zur Elitegrenze weitersteigen und schalten dort den Aufstieg frei.",Affiche la progression au sein de la classe actuelle. Gagner des niveaux augmente la Vie et l'Attaque. Atteindre un palier de classe suspend le gain d'expérience jusqu'à la promotion du héros ; les héros d'élite peuvent continuer jusqu'à la limite d'élite et y débloquer l'Ascension.
Earned during combat from defeated enemies and shared among the heroes still standing. EXP Rate changes each hero's share. The first number is current progress and the second is the amount needed for the next level. MAX means the elite level cap has been reached.,Earned during combat from defeated enemies and shared among the heroes still standing. EXP Rate changes each hero's share. The first number is current progress and the second is the amount needed for the next level. MAX means the elite level cap has been reached.,Ottenuta in combattimento dai nemici sconfitti e condivisa tra gli eroi ancora in piedi. Il Tasso PE modifica la quota di ogni eroe. Il primo numero è l'avanzamento attuale e il secondo è la quantità necessaria per il livello successivo. MAX indica che è stato raggiunto il limite di livello élite.,"Wird im Kampf von besiegten Gegnern verdient und unter den noch stehenden Helden aufgeteilt. Die EXP-Rate verändert den Anteil jedes Helden. Die erste Zahl ist der aktuelle Fortschritt, die zweite die Menge für die nächste Stufe. MAX bedeutet, dass die Elite-Stufengrenze erreicht ist.",Obtenue en combat sur les ennemis vaincus et partagée entre les héros encore debout. Le Taux d'EXP modifie la part de chaque héros. Le premier nombre est la progression actuelle et le second la quantité nécessaire pour le niveau suivant. MAX signifie que le plafond de niveau d'élite est atteint.
"The hero's maximum life in combat. Damage lowers current Health; reaching zero makes the hero fall and stop acting, though a few classes can revive a fallen ally mid-encounter. Strength, levels, equipment, promotions, and some elite growth can increase it.","The hero's maximum life in combat. Damage lowers current Health; reaching zero makes the hero fall and stop acting, though a few classes can revive a fallen ally mid-encounter. Strength, levels, equipment, promotions, and some elite growth can increase it.","La vita massima dell'eroe in combattimento. I danni riducono la Salute attuale; a zero l'eroe cade e smette di agire, anche se alcune classi possono rianimare un alleato caduto durante l'incontro. Forza, livelli, equipaggiamento, promozioni e alcuni progressi élite possono aumentarla.","Das maximale Leben des Helden im Kampf. Schaden senkt das aktuelle Leben; bei null fällt der Held und handelt nicht mehr, auch wenn einige Klassen einen gefallenen Verbündeten mitten in der Begegnung wiederbeleben können. Stärke, Stufen, Ausrüstung, Beförderungen und Teile des Elite-Wachstums können es erhöhen.","La vie maximale du héros en combat. Les dégâts réduisent la Vie actuelle ; à zéro, le héros tombe et cesse d'agir, même si quelques classes peuvent ranimer un allié tombé en pleine rencontre. La Force, les niveaux, l'équipement, les promotions et une partie de la croissance d'élite peuvent l'augmenter."
"The mana added after each basic attack. A full mana meter lets the hero attempt their active skill on the next turn. Intelligence increases this value, and some Ascension upgrades can improve it further.","The mana added after each basic attack. A full mana meter lets the hero attempt their active skill on the next turn. Intelligence increases this value, and some Ascension upgrades can improve it further.",Il Mana aggiunto dopo ogni attacco base. Una barra del Mana piena consente all'eroe di tentare la propria abilità attiva nel turno successivo. Intelligenza aumenta questo valore e alcuni potenziamenti dell'Ascensione possono migliorarlo ulteriormente.,"Das Mana, das nach jedem Standardangriff hinzukommt. Eine volle Manaleiste lässt den Helden im nächsten Zug seine aktive Fähigkeit versuchen. Intelligenz erhöht diesen Wert, und einige Aufstiegs-Upgrades können ihn weiter verbessern.","Le mana ajouté après chaque attaque de base. Une jauge de mana pleine permet au héros de tenter sa compétence active au tour suivant. L'Intelligence augmente cette valeur, et certaines améliorations d'Ascension peuvent l'accroître davantage."
Increases maximum Health for every hero and is the main offensive attribute for Melee heroes. Equipment bonuses to Strength or Constitution are included in this total.,Increases maximum Health for every hero and is the main offensive attribute for Melee heroes. Equipment bonuses to Strength or Constitution are included in this total.,Aumenta la Salute massima di ogni eroe ed è l'attributo offensivo principale degli eroi da Mischia. I bonus di equipaggiamento a Forza o Costituzione sono inclusi in questo totale.,Erhöht das maximale Leben jedes Helden und ist das wichtigste Offensivattribut für Nahkampfhelden. Ausrüstungsboni auf Stärke oder Konstitution sind in diesem Gesamtwert enthalten.,Augmente la Vie maximale de chaque héros et constitue l'attribut offensif principal des héros de Mêlée. Les bonus d'équipement à la Force ou à la Constitution sont inclus dans ce total.
"The main offensive attribute for Ranged heroes. It increases their Attack and therefore the power of their basic attacks and class skills, and it sets combat turn order — higher Dexterity acts earlier.","The main offensive attribute for Ranged heroes. It increases their Attack and therefore the power of their basic attacks and class skills, and it sets combat turn order — higher Dexterity acts earlier.","L'attributo offensivo principale degli eroi a Distanza. Aumenta il loro Attacco e quindi la potenza degli attacchi base e delle abilità di classe, e determina l'ordine dei turni in combattimento: una Destrezza più alta agisce prima.",Das wichtigste Offensivattribut für Fernkampfhelden. Sie erhöht ihren Angriff und damit die Kraft ihrer Standardangriffe und Klassenfähigkeiten und legt die Zugreihenfolge im Kampf fest — höhere Geschicklichkeit handelt früher.,"L'attribut offensif principal des héros À distance. Elle augmente leur Attaque et donc la puissance de leurs attaques de base et compétences de classe, et détermine l'ordre des tours au combat — une Dextérité plus élevée agit en premier."
"The main offensive attribute for Magic heroes, including the power behind their damaging, healing, and support skills. It also increases Mana Gain for every hero.","The main offensive attribute for Magic heroes, including the power behind their damaging, healing, and support skills. It also increases Mana Gain for every hero.","L'attributo offensivo principale degli eroi Magici, inclusa la potenza delle abilità di danno, cura e supporto. Aumenta anche il Guadagno Mana di ogni eroe.","Das wichtigste Offensivattribut für magische Helden, einschließlich der Kraft hinter ihren Schadens-, Heil- und Unterstützungsfähigkeiten. Es erhöht außerdem den Mana-Gewinn jedes Helden.","L'attribut offensif principal des héros Magiques, y compris la puissance de leurs compétences de dégâts, de soins et de soutien. Il augmente également le Gain de mana de chaque héros."
Reduces incoming Melee and Ranged damage before it reaches Health. Temporary effects and abilities that ignore defense can change the protection during combat.,Reduces incoming Melee and Ranged damage before it reaches Health. Temporary effects and abilities that ignore defense can change the protection during combat.,Riduce i danni da Mischia e a Distanza in arrivo prima che raggiungano la Salute. Effetti temporanei e abilità che ignorano la difesa possono modificare la protezione durante il combattimento.,"Verringert eingehenden Nahkampf- und Fernkampfschaden, bevor er das Leben erreicht. Temporäre Effekte und Fähigkeiten, die Verteidigung ignorieren, können den Schutz im Kampf verändern.",Réduit les dégâts de Mêlée et À distance entrants avant qu'ils n'atteignent la Vie. Les effets temporaires et les capacités qui ignorent la défense peuvent modifier cette protection pendant le combat.
Reduces incoming Magic damage before it reaches Health. Temporary effects and abilities that ignore defense can change the protection during combat.,Reduces incoming Magic damage before it reaches Health. Temporary effects and abilities that ignore defense can change the protection during combat.,Riduce i danni Magici in arrivo prima che raggiungano la Salute. Effetti temporanei e abilità che ignorano la difesa possono modificare la protezione durante il combattimento.,"Verringert eingehenden Magieschaden, bevor er das Leben erreicht. Temporäre Effekte und Fähigkeiten, die Verteidigung ignorieren, können den Schutz im Kampf verändern.",Réduit les dégâts Magiques entrants avant qu'ils n'atteignent la Vie. Les effets temporaires et les capacités qui ignorent la défense peuvent modifier cette protection pendant le combat.
"The hero's central power value. It comes from the attribute tied to Attack Type, plus level, equipment, promotion, and elite growth, and determines basic-attack damage and the base power of class skills.","The hero's central power value. It comes from the attribute tied to Attack Type, plus level, equipment, promotion, and elite growth, and determines basic-attack damage and the base power of class skills.","Il valore di potenza centrale dell'eroe. Deriva dall'attributo legato al Tipo di Attacco, oltre che da livello, equipaggiamento, promozione e crescita élite, e determina i danni degli attacchi base e la potenza di base delle abilità di classe.","Der zentrale Kraftwert des Helden. Er stammt aus dem Attribut, das an die Angriffsart gekoppelt ist, zuzüglich Stufe, Ausrüstung, Beförderung und Elite-Wachstum, und bestimmt den Schaden von Standardangriffen sowie die Grundkraft von Klassenfähigkeiten.","La valeur de puissance centrale du héros. Elle provient de l'attribut lié au Type d'attaque, ainsi que du niveau, de l'équipement, de la promotion et de la croissance d'élite, et détermine les dégâts des attaques de base et la puissance de base des compétences de classe."
"The possible damage range of a normal basic attack before critical hits, combat bonuses, mist effects, and the target's defenses are applied. Each basic attack rolls a value within this range.","The possible damage range of a normal basic attack before critical hits, combat bonuses, mist effects, and the target's defenses are applied. Each basic attack rolls a value within this range.","L'intervallo di danno possibile di un normale attacco base prima di applicare colpi critici, bonus di combattimento, effetti della nebbia e difese del bersaglio. Ogni attacco base determina un valore all'interno di questo intervallo.","Der mögliche Schadensbereich eines normalen Standardangriffs, bevor kritische Treffer, Kampfboni, Nebeleffekte und die Verteidigungswerte des Ziels angewendet werden. Jeder Standardangriff ermittelt einen Wert innerhalb dieses Bereichs.","L'intervalle de dégâts possible d'une attaque de base normale avant l'application des coups critiques, des bonus de combat, des effets de brume et des défenses de la cible. Chaque attaque de base tire une valeur dans cet intervalle."
Melee uses Strength and is reduced by Defense. Ranged uses Dexterity and is also reduced by Defense. Magic uses Intelligence and is reduced by Magic Defense. Attack Type also decides which counters and some raid mechanics interact with the hero.,Melee uses Strength and is reduced by Defense. Ranged uses Dexterity and is also reduced by Defense. Magic uses Intelligence and is reduced by Magic Defense. Attack Type also decides which counters and some raid mechanics interact with the hero.,Mischia usa Forza ed è ridotta da Difesa. Distanza usa Destrezza ed è anch'essa ridotta da Difesa. Magico usa Intelligenza ed è ridotto da Difesa magica. Il Tipo di Attacco determina anche quali contrattacchi e meccaniche dei raid interagiscono con l'eroe.,"Nahkampf nutzt Stärke und wird durch Verteidigung verringert. Fernkampf nutzt Geschicklichkeit und wird ebenfalls durch Verteidigung verringert. Magie nutzt Intelligenz und wird durch Magieverteidigung verringert. Die Angriffsart entscheidet außerdem, welche Konter und welche Raid-Mechaniken mit dem Helden interagieren.",La Mêlée utilise la Force et est réduite par la Défense. Le combat À distance utilise la Dextérité et est lui aussi réduit par la Défense. La Magie utilise l'Intelligence et est réduite par la Défense magique. Le Type d'attaque détermine aussi quelles ripostes et quelles mécaniques de raid interagissent avec le héros.
