keys,en,it,de,fr
A plated beetle that launches itself between boughs like a heavy crossbow bolt.,A plated beetle that launches itself between boughs like a heavy crossbow bolt.,Uno scarabeo corazzato che si scaglia tra i rami come un pesante dardo di balestra.,"Ein gepanzerter Käfer, der sich wie ein schwerer Armbrustbolzen zwischen den Ästen hindurchschleudert.",Un scarabée cuirassé qui se propulse entre les rameaux tel un lourd carreau d'arbalète.
Boughplate Sentinel,Boughplate Sentinel,Sentinella Corazzaramo,Astplatten-Schildwache,Sentinelle aux Plaques de Rameau
A walking limb clad in overlapping leaves of green-black iron.,A walking limb clad in overlapping leaves of green-black iron.,Un ramo ambulante rivestito di foglie sovrapposte di ferro verde-nero.,"Ein wandelndes Glied, gehüllt in überlappende Blätter aus grünschwarzem Eisen.",Un membre ambulant vêtu de feuilles superposées de fer vert-noir.
Ferric Sapling,Ferric Sapling,Alberello Ferrico,Eiserner Schössling,Jeune Pousse Ferrique
A young iron tree already strong enough to buckle the gallery floor.,A young iron tree already strong enough to buckle the gallery floor.,Un giovane albero di ferro già abbastanza forte da deformare il pavimento della galleria.,"Ein junger Eisenbaum, bereits stark genug, den Galerieboden zu verbiegen.",Un jeune arbre de fer déjà assez fort pour gauchir le sol de la galerie.
Rootgear Sentry,Rootgear Sentry,Sentinella Ingranaggioradice,Wurzelrad-Wachposten,Sentinelle à Engrenage de Racines
A root-bound guard whose growth rings turn together like interlocked gears.,A root-bound guard whose growth rings turn together like interlocked gears.,"Una guardia avvinta alle radici, i cui anelli di crescita ruotano come ingranaggi incastrati.","Eine wurzelgebundene Wache, deren Jahresringe wie ineinandergreifende Zahnräder mitdrehen.",Une garde liée aux racines dont les cernes de croissance tournent ensemble comme des engrenages imbriqués.
Canopy Foundry Wisp,Canopy Foundry Wisp,Fuoco Fatuo della Fonderia della Chioma,Irrlicht der Kronendachgießerei,Feu Follet de la Fonderie de la Canopée
A furnace-bright spirit tending molten sap in nests high above the path.,A furnace-bright spirit tending molten sap in nests high above the path.,Uno spirito splendente come una fornace che accudisce linfa fusa nei nidi sopra il sentiero.,"Ein ofenheller Geist, der geschmolzenen Saft in Nestern hoch über dem Pfad hütet.",Un esprit brillant comme une forge qui veille sur la sève en fusion dans des nids surplombant le sentier.
Ironvine Standard-Bearer,Ironvine Standard-Bearer,Alfiere della Vite di Ferro,Eisenranken-Bannerträger,Porte-Étendard de la Vigne de Fer
A veteran bough carrying the sovereign's woven metal-vine standard.,A veteran bough carrying the sovereign's woven metal-vine standard.,"Un ramo veterano che porta lo stendardo del sovrano, intrecciato con viti metalliche.","Ein erfahrener Ast, der das geflochtene Metallranken-Banner des Souveräns trägt.","Un rameau vétéran portant l'étendard du souverain, tissé de vignes de métal."
Ferric Canopy Sovereign,Ferric Canopy Sovereign,Sovrano della Chioma Ferrica,Eiserner Blätterdach-Souverän,Souverain de la canopée ferrique
"The crowned intelligence of the iron boughs, ruling root and rivet as one domain.","The crowned intelligence of the iron boughs, ruling root and rivet as one domain.","L'intelligenza incoronata dei Rami di Ferro, che governa radici e rivetti come un unico dominio.","Die gekrönte Intelligenz der Eisenäste, die Wurzel und Niete als ein Reich beherrscht.","L'intelligence couronnée des Rameaux de fer, qui gouverne racine et rivet comme un seul domaine."
Rootcoil Lamplighter,Rootcoil Lamplighter,Lampionaio Spiraradice,Spiralwurzel-Laternenanzünder,Allumeur de Lanternes Racine-Spiralée
A coiled knight lighting each lantern with sparks struck from its own armor.,A coiled knight lighting each lantern with sparks struck from its own armor.,Un cavaliere avvolto a spirale che accende ogni lanterna con scintille strappate alla propria armatura.,"Ein gewundener Ritter, der jede Laterne mit Funken aus der eigenen Rüstung entzündet.",Un chevalier enroulé qui allume chaque lanterne avec des étincelles arrachées à sa propre armure.
Sporewick Diviner,Sporewick Diviner,Indovino dello Stoppino Sporale,Sporendocht-Wahrsager,Devin de la Mèche à Spores
A fungal oracle reading possible ascents in the color of a smoking wick.,A fungal oracle reading possible ascents in the color of a smoking wick.,Un oracolo fungino che legge le possibili ascese nel colore di uno stoppino fumante.,"Ein Pilzorakel, das mögliche Aufstiege in der Farbe eines rauchenden Dochts liest.",Un oracle fongique qui lit les ascensions possibles dans la couleur d'une mèche fumante.
Ferrum Beacon,Ferrum Beacon,Faro Ferreo,Eisernes Leuchtfeuer,Phare ferreux
An ironroot beacon that patrols the reach rather than waiting for lost travelers.,An ironroot beacon that patrols the reach rather than waiting for lost travelers.,Un faro di radiceferrea che pattuglia la Distesa invece di attendere i viaggiatori smarriti.,"Ein Eisenwurzel-Leuchtfeuer, das die Weite abschreitet, statt auf verirrte Reisende zu warten.",Une balise de racine de fer qui patrouille l'Étendue au lieu d'attendre les voyageurs égarés.
Emberroot Pilgrim,Emberroot Pilgrim,Pellegrino Radicebrace,Glutwurzel-Pilger,Pèlerin Racine-de-Braise
A pilgrim of bark and ember following lights that always recede upward.,A pilgrim of bark and ember following lights that always recede upward.,Un pellegrino di corteccia e brace che segue luci destinate ad arretrare sempre verso l'alto.,"Ein Pilger aus Rinde und Glut, der Lichtern folgt, die stets nach oben entweichen.",Un pèlerin d'écorce et de braise suivant des lumières qui reculent toujours vers le haut.
Sunk Lantern Bearer,Sunk Lantern Bearer,Portalanterna Sommerso,Versunkener Laternenträger,Porteur de Lanterne Englouti
A drowned bearer dragging a lantern whose flame burns below black water.,A drowned bearer dragging a lantern whose flame burns below black water.,Un portatore annegato che trascina una lanterna la cui fiamma arde sotto acque nere.,"Ein ertrunkener Träger, der eine Laterne schleppt, deren Flamme unter schwarzem Wasser brennt.",Un porteur noyé traînant une lanterne dont la flamme brûle sous des eaux noires.
Blackwater Wick,Blackwater Wick,Stoppino delle Acque Nere,Schwarzwasser-Docht,Mèche des Eaux Noires
A ribbon of living wick that drinks the surrounding darkness for fuel.,A ribbon of living wick that drinks the surrounding darkness for fuel.,Un nastro di stoppino vivente che beve l'oscurità circostante per alimentarsi.,"Ein Band aus lebendem Docht, das die umgebende Dunkelheit als Brennstoff trinkt.",Un ruban de mèche vivante qui boit les ténèbres alentour en guise de combustible.
Tollflame Sentry,Tollflame Sentry,Sentinella della Fiamma a Rintocco,Glockenflammen-Wachposten,Sentinelle de la Flamme du Glas
A sealed sentry that answers distant bells by kindling its rusted armor.,A sealed sentry that answers distant bells by kindling its rusted armor.,Una sentinella sigillata che risponde a campane lontane incendiando la propria armatura arrugginita.,"Ein versiegelter Wachposten, der fernen Glocken antwortet, indem er seine rostige Rüstung entzündet.",Une sentinelle scellée qui répond aux cloches lointaines en embrasant son armure rouillée.
Causeway Candlekeeper,Causeway Candlekeeper,Custode del Cero della Strada Rialzata,Kerzenhüter des Damms,Veilleur de Cierge de la Chaussée
A broad-shouldered keeper shielding one impossible candle from the drowned wind.,A broad-shouldered keeper shielding one impossible candle from the drowned wind.,Un custode dalle larghe spalle che ripara una candela impossibile dal vento annegato.,"Ein breitschultriger Hüter, der eine unmögliche Kerze vor dem ertrunkenen Wind schützt.",Un gardien aux larges épaules protégeant une bougie impossible du vent noyé.
Gloamglass Ferryman,Gloamglass Ferryman,Traghettatore di Vetrocrepuscolo,Dämmerglas-Fährmann,Passeur de Verre Crépusculaire
A glassy shadow ferrying stolen light between the Reach's highest lamps.,A glassy shadow ferrying stolen light between the Reach's highest lamps.,Un'ombra vitrea che traghetta luce rubata tra le lanterne più alte della Distesa.,"Ein gläserner Schatten, der gestohlenes Licht zwischen den höchsten Lampen der Weite befördert.",Une ombre vitreuse qui transporte la lumière volée entre les plus hautes lampes de l'Étendue.
Wickbound Pilgrim,Wickbound Pilgrim,Pellegrino Vincolato allo Stoppino,Dochtgebundener Pilger,Pèlerin Lié à la Mèche
"An ancient pilgrim bound in keeper wick, carrying every extinguished prayer upward.","An ancient pilgrim bound in keeper wick, carrying every extinguished prayer upward.","Un antico pellegrino avvinto allo stoppino dei custodi, che porta verso l'alto ogni preghiera spenta.","Ein uralter Pilger, in Hüterdocht gebunden, der jedes erloschene Gebet nach oben trägt.","Un pèlerin antique lié dans la mèche des gardiens, portant vers le haut chaque prière éteinte."
Vault-Ash Sentinel,Vault-Ash Sentinel,Sentinella della Cenere della Cripta,Gewölbeaschen-Schildwache,Sentinelle de la Cendre de la Crypte
A sealed guardian dusted in the ash of treasures that outlived their owners.,A sealed guardian dusted in the ash of treasures that outlived their owners.,"Un guardiano sigillato, coperto dalla cenere di tesori sopravvissuti ai loro proprietari.","Ein versiegelter Wächter, bestäubt mit der Asche von Schätzen, die ihre Besitzer überdauerten.","Un gardien scellé, poudré de la cendre de trésors qui ont survécu à leurs propriétaires."
Soot Reliquary Keeper,Soot Reliquary Keeper,Custode del Reliquiario di Fuliggine,Hüter des Rußreliquiars,Gardien du Reliquaire de Suie
A glass-armored keeper bearing a reliquary filled with warm black soot.,A glass-armored keeper bearing a reliquary filled with warm black soot.,Un custode dall'armatura di vetro che porta un reliquiario colmo di fuliggine nera e calda.,"Ein glasgepanzerter Hüter, der ein Reliquiar voll warmen schwarzen Rußes trägt.",Un gardien cuirassé de verre portant un reliquaire empli de suie noire et tiède.
Unspent Wickshade,Unspent Wickshade,Ombra dello Stoppino Intatto,Unverbrauchter Dochtschatten,Ombre de Mèche Inentamée
"A wick spirit that never burned, furious at every living source of warmth.","A wick spirit that never burned, furious at every living source of warmth.","Uno spirito di stoppino che non ha mai bruciato, furioso contro ogni fonte vivente di calore.","Ein Dochtgeist, der nie brannte, wütend auf jede lebende Quelle von Wärme.","Un esprit de mèche qui n'a jamais brûlé, furieux contre toute source vivante de chaleur."
Ember Censer Hound,Ember Censer Hound,Segugio dell'Incensiere di Brace,Glutweihrauch-Hund,Limier de l'Encensoir de Braise
A four-footed vault construct trailing incense and sparks through locked aisles.,A four-footed vault construct trailing incense and sparks through locked aisles.,Un costrutto a quattro zampe della cripta che lascia una scia d'incenso e scintille nei corridoi chiusi.,"Ein vierbeiniges Gewölbekonstrukt, das Weihrauch und Funken durch verschlossene Gänge zieht.",Une construction quadrupède de la crypte qui traîne encens et étincelles dans les allées verrouillées.
Cinderlock Custodian,Cinderlock Custodian,Custode della Serratura di Brace,Verwalter des Glutschlosses,Custode du Verrou de Braise
A patient custodian whose key turns only after the intruder has become ash.,A patient custodian whose key turns only after the intruder has become ash.,"Un custode paziente, la cui chiave gira soltanto dopo che l'intruso è diventato cenere.","Ein geduldiger Verwalter, dessen Schlüssel sich erst dreht, wenn der Eindringling zu Asche geworden ist.",Un custode patient dont la clé ne tourne qu'une fois l'intrus réduit en cendres.
Ashglass Wraith,Ashglass Wraith,Spettro di Vetrocenere,Aschenglas-Gespenst,Spectre de Verre de Cendre
A drifting reflection trapped inside panes of smoke-dark glass.,A drifting reflection trapped inside panes of smoke-dark glass.,Un riflesso errante intrappolato in lastre di vetro annerito dal fumo.,"Ein treibendes Spiegelbild, gefangen in Scheiben aus rauchdunklem Glas.","Un reflet à la dérive, prisonnier de panneaux de verre assombri par la fumée."
Charred Keybearer,Charred Keybearer,Custode della Chiave Carbonizzato,Verkohlter Schlüsselträger,Porte-Clé Calciné
A former keeper clutching the last key to a vault already burned empty.,A former keeper clutching the last key to a vault already burned empty.,Un ex custode che stringe l'ultima chiave di una cripta ormai ridotta in cenere.,"Ein einstiger Hüter, der den letzten Schlüssel zu einem längst leergebrannten Gewölbe umklammert.",Un ancien gardien serrant la dernière clé d'une crypte déjà réduite en cendres.
Reliquary Moth,Reliquary Moth,Falena del Reliquiario,Reliquiarmotte,Phalène du Reliquaire
A broad soot-winged spirit feeding on the memory preserved inside relics.,A broad soot-winged spirit feeding on the memory preserved inside relics.,Un ampio spirito dalle ali di fuliggine che si nutre del ricordo conservato nelle reliquie.,"Ein breiter Geist mit Rußflügeln, der sich von den in Reliquien bewahrten Erinnerungen nährt.",Un large esprit aux ailes de suie qui se nourrit du souvenir conservé dans les reliques.
Last Ember Sacristan,Last Ember Sacristan,Sacrestano dell'Ultima Brace,Sakristan der letzten Glut,Sacristain de la Dernière Braise
The sacristan appointed to guard the final ember after all other fires fail.,The sacristan appointed to guard the final ember after all other fires fail.,Il sacrestano incaricato di vegliare sull'ultima brace dopo lo spegnimento di ogni altro fuoco.,"Der Sakristan, bestellt, die letzte Glut zu hüten, wenn alle anderen Feuer versagen.",Le sacristain chargé de veiller sur l'ultime braise quand tous les autres feux s'éteignent.
