keys,en,it,de,fr
Gain +2% Critical Chance per rank.,Gain +2% Critical Chance per rank.,Ottieni +2% Probabilità di colpo critico per grado.,Erhalte +2% Kritische Chance pro Rang.,Gagne +2% Chance critique par rang.
Duelist's Hunger,Duelist's Hunger,Fame del duellante,Hunger des Duellanten,Faim du duelliste
Gain +1% Lifesteal per rank.,Gain +1% Lifesteal per rank.,Ottieni +1% Rubavita per grado.,Erhalte +1% Lebensraub pro Rang.,Gagne +1% Vol de vie par rang.
Merciless Focus,Merciless Focus,Concentrazione spietata,Gnadenloser Fokus,Concentration impitoyable
Deal +2% damage per rank to enemies below half Health.,Deal +2% damage per rank to enemies below half Health.,Infliggi +2% di danni per grado ai nemici sotto metà Salute.,Verursache +2% Schaden pro Rang an Gegnern unter halbem Leben.,Inflige +2% de dégâts par rang aux ennemis sous la moitié de leur Vie.
Sundering Edge,Sundering Edge,Filo dirompente,Spaltende Schneide,Lame fracassante
Attacks ignore 2% of enemy Defense per rank.,Attacks ignore 2% of enemy Defense per rank.,Gli attacchi ignorano il 2% della Difesa nemica per grado.,Angriffe ignorieren 2% der gegnerischen Verteidigung pro Rang.,Les attaques ignorent 2% de la Défense ennemie par rang.
Crown of Cinders,Crown of Cinders,Corona di ceneri,Aschenkrone,Couronne de cendres
Unique: deal 8% more damage.,Unique: deal 8% more damage.,Unico: infliggi l'8% di danni in più.,Einzigartig: verursacht 8% mehr Schaden.,Unique : inflige 8% de dégâts en plus.
The Stone Aegis,The Stone Aegis,L'Egida di Pietra,Die Steinägide,L'Égide de pierre
An oath of endurance that turns a hero into the party's immovable last wall.,An oath of endurance that turns a hero into the party's immovable last wall.,"Un giuramento che rende l'eroe l'ultimo, inamovibile baluardo del gruppo.","Ein Schwur der Ausdauer, der einen Helden zur unerschütterlichen letzten Mauer der Gruppe macht.",Un serment d'endurance qui fait d'un héros l'ultime rempart inébranlable du groupe.
Adamant Blood,Adamant Blood,Sangue adamantino,Unbeugsames Blut,Sang inflexible
Bastion Training,Bastion Training,Addestramento del bastione,Bastionsausbildung,Entraînement du bastion
Oathbound Vigor,Oathbound Vigor,Vigore del giuramento,Eidgebundene Kraft,Vigueur du serment
Stone Reflexes,Stone Reflexes,Riflessi di pietra,Steinreflexe,Réflexes de pierre
Commanding Presence,Commanding Presence,Presenza imperiosa,Gebieterische Präsenz,Présence impérieuse
Gain +1 Threat per rank.,Gain +1 Threat per rank.,Ottieni +1 Minaccia per grado.,Erhalte +1 Bedrohung pro Rang.,Gagne +1 Menace par rang.
Grounded Bulwark,Grounded Bulwark,Baluardo saldo,Verwurzeltes Bollwerk,Rempart ancré
Gain +1 Defense and Magic Defense per rank.,Gain +1 Defense and Magic Defense per rank.,Ottieni +1 Difesa e Difesa magica per grado.,Erhalte +1 Verteidigung und Magieverteidigung pro Rang.,Gagne +1 Défense et Défense magique par rang.
Retaliating Wall,Retaliating Wall,Muro di rappresaglia,Vergeltende Mauer,Muraille de représailles
Gain +2% Counter Chance per rank.,Gain +2% Counter Chance per rank.,Ottieni +2% Probabilità di contrattacco per grado.,Erhalte +2% Konterchance pro Rang.,Gagne +2% Chance de riposte par rang.
Sacred Resistance,Sacred Resistance,Resistenza sacra,Heilige Widerstandskraft,Résistance sacrée
Gain +1 Defense and Magic Defense per rank while at full Health.,Gain +1 Defense and Magic Defense per rank while at full Health.,Ottieni +1 Difesa e Difesa magica per grado finché sei a piena Salute.,Erhalte +1 Verteidigung und Magieverteidigung pro Rang bei vollem Leben.,Gagne +1 Défense et Défense magique par rang à pleine Vie.
Weight of Mountains,Weight of Mountains,Peso delle montagne,Gewicht der Berge,Poids des montagnes
Falling below 35% Health raises a barrier equal to 2% of maximum Health per rank.,Falling below 35% Health raises a barrier equal to 2% of maximum Health per rank.,Scendere sotto il 35% della Salute genera una barriera pari al 2% della Salute massima per grado.,Ein Fall unter 35% Leben errichtet eine Barriere in Höhe von 2% des maximalen Lebens pro Rang.,Descendre sous 35% de Vie érige une barrière égale à 2% de la Vie maximale par rang.
Last Citadel,Last Citadel,Ultima cittadella,Letzte Zitadelle,Dernière citadelle
Unique: take 8% less damage.,Unique: take 8% less damage.,Unico: subisci l'8% di danni in meno.,Einzigartig: erleidet 8% weniger Schaden.,Unique : subit 8% de dégâts en moins.
Wellspring Grace,Wellspring Grace,Grazia della sorgente,Gnade des Quells,Grâce de la source
"A gentle path whose living light sustains, protects, and renews the wounded.","A gentle path whose living light sustains, protects, and renews the wounded.","Un sentiero benevolo la cui luce vivente sostiene, protegge e rigenera i feriti.","Ein sanfter Pfad, dessen lebendiges Licht die Verwundeten stützt, schützt und erneuert.","Une voie douce dont la lumière vivante soutient, protège et renouvelle les blessés."
Living Waters,Living Waters,Acque vive,Lebendige Wasser,Eaux vives
Patient Hands,Patient Hands,Mani pazienti,Geduldige Hände,Mains patientes
Rooted Resolve,Rooted Resolve,Fermezza radicata,Verwurzelte Entschlossenheit,Résolution enracinée
Vital Springs,Vital Springs,Sorgenti vitali,Lebensquellen,Sources vitales
Overflowing Mercy,Overflowing Mercy,Misericordia traboccante,Überströmende Gnade,Miséricorde débordante
Increase healing done by +2% per rank.,Increase healing done by +2% per rank.,Aumenta del 2% le cure effettuate per grado.,Erhöht die gewirkte Heilung um +2% pro Rang.,Augmente les soins prodigués de +2% par rang.
Blossoming Light,Blossoming Light,Luce in fiore,Erblühendes Licht,Lumière éclose
Gain +1 Regeneration per rank.,Gain +1 Regeneration per rank.,Ottieni +1 Rigenerazione per grado.,Erhalte +1 Regeneration pro Rang.,Gagne +1 Régénération par rang.
Desperate Grace,Desperate Grace,Grazia disperata,Verzweifelte Gnade,Grâce désespérée
Gain +2% status Immunity per rank.,Gain +2% status Immunity per rank.,Ottieni +2% Immunità agli stati per grado.,Erhalte +2% Zustands-Immunität pro Rang.,Gagne +2% d'Immunité aux états par rang.
Luminous Rhythm,Luminous Rhythm,Ritmo luminoso,Leuchtender Rhythmus,Rythme lumineux
"After using a skill, heal the most wounded ally for 2% of their maximum Health per rank.","After using a skill, heal the most wounded ally for 2% of their maximum Health per rank.","Dopo aver usato un'abilità, cura l'alleato più ferito del 2% della sua Salute massima per grado.",Heilt nach dem Einsatz einer Fähigkeit den am schwersten verwundeten Verbündeten um 2% seines maximalen Lebens pro Rang.,"Après l'utilisation d'une compétence, soigne l'allié le plus blessé de 2% de sa Vie maximale par rang."
Deep Wellspring,Deep Wellspring,Sorgente profonda,Tiefer Quell,Source profonde
Healing grants a barrier equal to 1% of the target's maximum Health per rank.,Healing grants a barrier equal to 1% of the target's maximum Health per rank.,Le cure conferiscono una barriera pari all'1% della Salute massima del bersaglio per grado.,Heilung gewährt eine Barriere in Höhe von 1% des maximalen Lebens des Ziels pro Rang.,Les soins accordent une barrière égale à 1% de la Vie maximale de la cible par rang.
Dawn Refrain,Dawn Refrain,Ritornello dell'alba,Morgenrefrain,Refrain de l'aube
Unique: increase all healing done by 8%.,Unique: increase all healing done by 8%.,Unico: aumenta dell'8% tutte le cure effettuate.,Einzigartig: erhöht alle gewirkte Heilung um 8%.,Unique : augmente de 8% tous les soins prodigués.
The Tempest Chorus,The Tempest Chorus,Il Coro della Tempesta,Der Sturmchor,Le Chœur de la tempête
AoE & Effects,AoE & Effects,Area ed effetti,Flächen & Effekte,Zone et effets
A storm-song that spreads attacks across foes and turns every impact into a blessing or curse.,A storm-song that spreads attacks across foes and turns every impact into a blessing or curse.,Un canto di tempesta che propaga i colpi e rende ogni impatto benedizione o maledizione.,"Ein Sturmlied, das Angriffe über die Feinde verteilt und jeden Einschlag in Segen oder Fluch verwandelt.",Un chant de tempête qui répartit les attaques entre les ennemis et transforme chaque impact en bénédiction ou en malédiction.
Tempest Reach,Tempest Reach,Portata della tempesta,Sturmreichweite,Portée de la tempête
Resonant Current,Resonant Current,Corrente risonante,Resonanzströmung,Courant résonant
Static Charge,Static Charge,Carica statica,Statische Ladung,Charge statique
Lingering Storm,Lingering Storm,Tempesta persistente,Anhaltender Sturm,Tempête persistante
Gale Mark,Gale Mark,Marchio della burrasca,Sturmmal,Marque de bourrasque
Thunderhead,Thunderhead,Cumulonembo,Gewitterfront,Cumulonimbus
Squall Dance,Squall Dance,Danza di burrasca,Böentanz,Danse des rafales
Gain +2% Evade per rank.,Gain +2% Evade per rank.,Ottieni +2% Schivata per grado.,Erhalte +2% Ausweichen pro Rang.,Gagne +2% Esquive par rang.
Rallying Thunder,Rallying Thunder,Tuono incitante,Sammelnder Donner,Tonnerre de ralliement
Skill use has a +4% chance per rank to grant all allies +10% damage for 2 turns.,Skill use has a +4% chance per rank to grant all allies +10% damage for 2 turns.,Usare un'abilità ha +4% di probabilità per grado di conferire a tutti gli alleati +10% ai danni per 2 turni.,"Der Einsatz einer Fähigkeit hat pro Rang +4% Chance, allen Verbündeten +10% Schaden für 2 Züge zu gewähren.",L'utilisation d'une compétence a +4% de chance par rang d'accorder à tous les alliés +10% de dégâts pendant 2 tours.
Stormfront,Stormfront,Fronte di tempesta,Sturmfront,Front d'orage
Skills that hit all enemies deal +2% damage per rank.,Skills that hit all enemies deal +2% damage per rank.,Le abilità che colpiscono tutti i nemici infliggono +2% di danni per grado.,"Fähigkeiten, die alle Gegner treffen, verursachen +2% Schaden pro Rang.",Les compétences qui touchent tous les ennemis infligent +2% de dégâts par rang.
Eye of the Storm,Eye of the Storm,Occhio della tempesta,Auge des Sturms,Œil du cyclone
"Unique: increase active-skill damage, direct healing, barriers, and numeric buffs and debuffs by 8%.","Unique: increase active-skill damage, direct healing, barriers, and numeric buffs and debuffs by 8%.","Unico: aumenta dell'8% danni, cure dirette, barriere, potenziamenti e penalità numerici delle abilità attive.","Einzigartig: erhöht Schaden aktiver Fähigkeiten, direkte Heilung, Barrieren sowie numerische Buffs und Debuffs um 8%.","Unique : augmente de 8% les dégâts des compétences actives, les soins directs, les barrières et les améliorations et affaiblissements numériques."
Damage Up,Damage Up,Danni aumentati,Schaden erhöht,Dégâts augmentés
Increases the damage of this entity's basic attacks and damaging skills by the displayed percentage.,Increases the damage of this entity's basic attacks and damaging skills by the displayed percentage.,Aumenta della percentuale mostrata i danni degli attacchi base e delle abilità offensive di questa entità.,Erhöht den Schaden der Standardangriffe und schädigenden Fähigkeiten dieses Wesens um den angezeigten Prozentsatz.,Augmente les dégâts des attaques de base et des compétences offensives de cette entité du pourcentage affiché.
Critical Damage Up,Critical Damage Up,Danno critico aumentato,Kritischer Schaden erhöht,Dégâts critiques augmentés
Increases the damage multiplier of critical hits by the displayed amount.,Increases the damage multiplier of critical hits by the displayed amount.,Aumenta il moltiplicatore di danno dei colpi critici del valore mostrato.,Erhöht den Schadensmultiplikator kritischer Treffer um den angezeigten Wert.,Augmente le multiplicateur de dégâts des coups critiques de la valeur affichée.
Defense Up,Defense Up,Difesa aumentata,Verteidigung erhöht,Défense augmentée
Increases Defense against Melee and Ranged damage by the displayed percentage points.,Increases Defense against Melee and Ranged damage by the displayed percentage points.,Aumenta la Difesa contro i danni corpo a corpo e a distanza dei punti percentuali mostrati.,Erhöht die Verteidigung gegen Nahkampf- und Fernkampfschaden um die angezeigten Prozentpunkte.,Augmente la Défense contre les dégâts de Mêlée et À distance du nombre de points de pourcentage affiché.
Magic Defense Up,Magic Defense Up,Difesa magica aumentata,Magieverteidigung erhöht,Défense magique augmentée
Increases Magic Defense by the displayed percentage points.,Increases Magic Defense by the displayed percentage points.,Aumenta la Difesa magica dei punti percentuali mostrati.,Erhöht die Magieverteidigung um die angezeigten Prozentpunkte.,Augmente la Défense magique du nombre de points de pourcentage affiché.
Evade Up,Evade Up,Schivata aumentata,Ausweichen erhöht,Esquive augmentée
Increases the chance to evade direct attacks and damaging skills by the displayed percentage points.,Increases the chance to evade direct attacks and damaging skills by the displayed percentage points.,Aumenta la probabilità di eludere gli attacchi diretti e le abilità dannose dei punti percentuali mostrati.,"Erhöht die Chance, direkten Angriffen und schädigenden Fähigkeiten auszuweichen, um die angezeigten Prozentpunkte.",Augmente la chance d'esquiver les attaques directes et les compétences offensives du nombre de points de pourcentage affiché.
Critical Chance Up,Critical Chance Up,Probabilità critica aumentata,Kritische Chance erhöht,Chance critique augmentée
Increases critical-hit chance by the displayed percentage points.,Increases critical-hit chance by the displayed percentage points.,Aumenta la probabilità di colpo critico dei punti percentuali mostrati.,Erhöht die Kritische Chance um die angezeigten Prozentpunkte.,Augmente la Chance critique du nombre de points de pourcentage affiché.
Counter Chance Up,Counter Chance Up,Probabilità di contrattacco aumentata,Konterchance erhöht,Chance de riposte augmentée
Increases the chance to counter an incoming attack by the displayed percentage points.,Increases the chance to counter an incoming attack by the displayed percentage points.,Aumenta la probabilità di contrattaccare un attacco in arrivo dei punti percentuali mostrati.,"Erhöht die Chance, einen eingehenden Angriff zu kontern, um die angezeigten Prozentpunkte.",Augmente la chance de riposter à une attaque entrante du nombre de points de pourcentage affiché.
