keys,en,it,de,fr
"Thorn-vine woven over cured leather, light enough to move with the marching grove.","Thorn-vine woven over cured leather, light enough to move with the marching grove.","Vite spinosa intrecciata su cuoio conciato, abbastanza leggera da muoversi con il bosco in marcia.","Dornenranken, gewoben über gegerbtes Leder, leicht genug, um mit dem marschierenden Hain zu ziehen.","Ronce tissée sur du cuir tanné, assez légère pour avancer avec le bosquet en marche."
Heartbark Coat,Heartbark Coat,Giacca di cuorscorza,Herzrindenmantel,Veste d'écorce-de-cœur
Layered heartbark plates that keep closing over the wearer's oldest wounds.,Layered heartbark plates that keep closing over the wearer's oldest wounds.,Piastre di cuorscorza a strati che continuano a chiudersi sulle ferite più antiche di chi la indossa.,"Geschichtete Herzrindenplatten, die sich immer wieder über den ältesten Wunden des Trägers schließen.",Plaques d'écorce-de-cœur en couches qui ne cessent de se refermer sur les plus vieilles blessures de leur porteur.
Colossus Barkplate,Colossus Barkplate,Piastre di corteccia del Colosso,Kolossrindenpanzer,Plastron d'écorce du Colosse
"A slab of Orrun's own bark, still heavy with the weight of a walking forest.","A slab of Orrun's own bark, still heavy with the weight of a walking forest.","Una lastra della corteccia di Orrun, ancora pesante del peso di una foresta che cammina.","Eine Platte aus Orruns eigener Rinde, noch schwer vom Gewicht eines wandelnden Waldes.","Une dalle de l'écorce même d'Orrun, encore lourde du poids d'une forêt qui marche."
Brineveil Wrap,Brineveil Wrap,Fasciatura del velo salmastro,Salzschleier-Umhang,Bandage du voile de saumure
A brine-soaked veil that lets its wearer drift through the pressure untouched.,A brine-soaked veil that lets its wearer drift through the pressure untouched.,Un velo impregnato di salamoia che lascia scivolare illeso chi lo indossa attraverso la pressione.,"Ein salzgetränkter Schleier, der seinen Träger unberührt durch den Druck gleiten lässt.",Un voile imbibé de saumure qui laisse son porteur traverser la pression sans être touché.
Tollkeeper Mail,Tollkeeper Mail,Cotta del Gabelliere,Zöllner-Kettenhemd,Cotte du Péager
Bell-bronze mail that rings once for every wound it refuses to allow.,Bell-bronze mail that rings once for every wound it refuses to allow.,Cotta di bronzo da campane che risuona una volta per ogni ferita che si rifiuta di concedere.,"Ein Kettenhemd aus Glockenbronze, das für jede Wunde, die es verweigert, einmal erklingt.",Une cotte en bronze de cloche qui sonne une fois pour chaque blessure qu'elle refuse de laisser passer.
Beaconward Bulwark,Beaconward Bulwark,Baluardo a guardia del faro,Leuchtfeuer­wacht-Bollwerk,Rempart gardien du fanal
Deep plate built to guard one lantern flame against the whole weight of the sea.,Deep plate built to guard one lantern flame against the whole weight of the sea.,Piastre abissali costruite per difendere la fiamma di una lanterna dall'intero peso del mare.,"Tiefenpanzer, gebaut, um eine einzige Laternenflamme gegen das ganze Gewicht des Meeres zu schützen.",Plaques abyssales conçues pour défendre la flamme d'une seule lanterne contre tout le poids de la mer.
Cometfall Shroud,Cometfall Shroud,Sudario della cometa cadente,Kometensturz-Schleier,Suaire de la comète tombante
Star-thin cloth that trails the light of a comet already falling.,Star-thin cloth that trails the light of a comet already falling.,Stoffa sottile come una stella che trascina la luce di una cometa già in caduta.,"Sternendünnes Tuch, das das Licht eines bereits fallenden Kometen hinter sich herzieht.",Étoffe fine comme une étoile qui traîne la lumière d'une comète déjà en chute.
Constellate Scale,Constellate Scale,Scaglie costellate,Sternbildschuppen,Écailles constellées
Scales set in the pattern of the one constellation Veyra never swallowed.,Scales set in the pattern of the one constellation Veyra never swallowed.,Scaglie disposte secondo la trama dell'unica costellazione che Veyra non ha mai inghiottito.,"Schuppen, angeordnet nach dem Muster des einen Sternbilds, das Veyra nie verschlang.",Écailles disposées selon le motif de la seule constellation que Veyra n'a jamais avalée.
Prismfang Carapace,Prismfang Carapace,Carapace zannaprisma,Prismenzahn-Chitinpanzer,Carapace croc-de-prisme
Heavy prism plate that splits an incoming blow into harmless light.,Heavy prism plate that splits an incoming blow into harmless light.,Piastre prismatiche pesanti che scompongono un colpo in arrivo in luce innocua.,"Schwerer Prismenpanzer, der einen eintreffenden Schlag in harmloses Licht zerlegt.",Lourdes plaques prismatiques qui décomposent un coup entrant en lumière inoffensive.
Concordant Mantle,Concordant Mantle,Mantello concordante,Eintrachtsumhang,Mante concordante
"A light mantle signed by dawn and dusk alike, and owned by neither.","A light mantle signed by dawn and dusk alike, and owned by neither.","Un mantello leggero firmato sia dall'alba sia dal crepuscolo, e posseduto da nessuno dei due.","Ein leichter Umhang, gezeichnet von Morgengrauen und Dämmerung zugleich und keinem von beiden gehörig.","Une mante légère signée aussi bien par l'aube que par le crépuscule, et que ni l'une ni l'autre ne possède."
Dawn-and-Dusk Mail,Dawn-and-Dusk Mail,Cotta d'alba e crepuscolo,Kettenhemd aus Morgen und Abend,Cotte d'aube et de crépuscule
"Mail linked from both hours, holding the concordance across the wearer's chest.","Mail linked from both hours, holding the concordance across the wearer's chest.","Cotta intrecciata con entrambe le ore, che tiene la concordanza sul petto di chi la indossa.","Ein Kettenhemd, verbunden aus beiden Stunden, das die Eintracht über der Brust des Trägers hält.","Une cotte assemblée des deux heures, tenant la concordance en travers de la poitrine de son porteur."
Firstdawn Bulwark,Firstdawn Bulwark,Baluardo della Prima Alba,Bollwerk des Ersten Morgens,Rempart de la Première Aube
"The last plate of the last road, lit from within by the first dawn.","The last plate of the last road, lit from within by the first dawn.","L'ultima piastra dell'ultima via, illuminata dall'interno dalla Prima Alba.","Der letzte Panzer des letzten Weges, von innen erleuchtet vom ersten Morgengrauen.","La dernière plaque de l'ultime route, éclairée de l'intérieur par la première aube."
Heart of the Marching Grove,Heart of the Marching Grove,Cuore del Bosco in Marcia,Herz des marschierenden Hains,Cœur du Bosquet en Marche
"The first time the wearer falls below 35% HP each encounter, gain a 20% Max HP barrier and cleanse attack reduction. Unique-equipped.","The first time the wearer falls below 35% HP each encounter, gain a 20% Max HP barrier and cleanse attack reduction. Unique-equipped.","La prima volta che chi lo indossa scende sotto il 35% dei PV in ogni scontro, ottiene una barriera pari al 20% dei PV massimi e purifica la riduzione dell'Attacco. Equipaggiamento unico.","Wenn der Träger in einer Begegnung zum ersten Mal unter 35 % LP fällt, erhält er eine Barriere von 20 % der maximalen LP und reinigt die Angriffsverringerung. Einzigartig ausrüstbar.","La première fois que le porteur passe sous 35 % de PV à chaque rencontre, il gagne une barrière de 20 % des PV max et purifie la réduction d'Attaque. Équipement unique."
Marching Heartwood,Marching Heartwood,Durame in marcia,Marschierendes Kernholz,Duramen en marche
"Shared Roots — Equip this unique accessory with any crafted March of the Rootbound weapon. When Road Stands triggers, every other living ally gains a barrier equal to 3% of their Max HP.","Shared Roots — Equip this unique accessory with any crafted March of the Rootbound weapon. When Road Stands triggers, every other living ally gains a barrier equal to 3% of their Max HP.","Radici Condivise — Equipaggia questo accessorio unico insieme a una qualsiasi arma creata della Marcia dei Radicati. Quando si attiva La Via Resiste, ogni altro alleato vivente ottiene una barriera pari al 3% dei propri PV massimi.","Geteilte Wurzeln — Rüste dieses einzigartige Accessoire zusammen mit einer beliebigen gefertigten Waffe des Marsches der Wurzelgebundenen aus. Wenn Der Weg hält stand auslöst, erhält jeder andere lebende Verbündete eine Barriere in Höhe von 3 % seiner maximalen LP.","Racines Partagées — Équipe cet accessoire unique avec n'importe quelle arme fabriquée de la Marche des Enracinés. Quand La Route Tient se déclenche, chaque autre allié vivant gagne une barrière égale à 3 % de ses PV max."
"Shared Roots (Critical) — With a critical-variant weapon, Road Stands instead grants every other living ally +8% Critical Chance for two turns.","Shared Roots (Critical) — With a critical-variant weapon, Road Stands instead grants every other living ally +8% Critical Chance for two turns.","Radici Condivise (Critico) — Con un'arma della variante critica, La Via Resiste concede invece a ogni altro alleato vivente +8% di Probabilità critica per due turni.",Geteilte Wurzeln (Kritisch) — Mit einer Waffe der kritischen Variante gewährt Der Weg hält stand stattdessen jedem anderen lebenden Verbündeten zwei Züge lang +8 % Kritische Chance.,"Racines Partagées (Critique) — Avec une arme de la variante critique, La Route Tient accorde à la place à chaque autre allié vivant +8 % de Chance critique pendant deux tours."
"Bellwake Resonance (Critical) — With a critical-variant weapon, each selected ally instead gains +15 Critical Damage for two turns.","Bellwake Resonance (Critical) — With a critical-variant weapon, each selected ally instead gains +15 Critical Damage for two turns.","Risonanza dei Rintocchi (Critico) — Con un'arma della variante critica, ogni alleato selezionato ottiene invece +15 Danno Critico per due turni.",Glockenhall-Resonanz (Kritisch) — Mit einer Waffe der kritischen Variante erhält jeder ausgewählte Verbündete stattdessen zwei Züge lang +15 Kritischen Schaden.,"Résonance du Glas (Critique) — Avec une arme de la variante critique, chaque allié sélectionné gagne à la place +15 Dégâts critiques pendant deux tours."
"Pattern Made Whole (Critical) — With a critical-variant weapon, the wearer's next attack is instead guaranteed to critically hit, once per encounter.","Pattern Made Whole (Critical) — With a critical-variant weapon, the wearer's next attack is instead guaranteed to critically hit, once per encounter.","Trama Ricomposta (Critico) — Con un'arma della variante critica, il prossimo attacco di chi la indossa è invece un colpo critico garantito, una volta per scontro.","Vollendetes Muster (Kritisch) — Mit einer Waffe der kritischen Variante trifft der nächste Angriff des Trägers stattdessen garantiert kritisch, einmal pro Begegnung.","Trame Recomposée (Critique) — Avec une arme de la variante critique, la prochaine attaque du porteur est à la place un coup critique garanti, une fois par rencontre."
"Last Road Concordance (Critical) — With a critical-variant weapon, every living ally instead gains +8% Critical Chance and +15 Critical Damage for two turns.","Last Road Concordance (Critical) — With a critical-variant weapon, every living ally instead gains +8% Critical Chance and +15 Critical Damage for two turns.","Concordanza dell'Ultima Via (Critico) — Con un'arma della variante critica, ogni alleato vivente ottiene invece +8% di Probabilità critica e +15 Danno Critico per due turni.",Eintracht des Letzten Weges (Kritisch) — Mit einer Waffe der kritischen Variante erhält stattdessen jeder lebende Verbündete zwei Züge lang +8 % Kritische Chance und +15 Kritischen Schaden.,"Concordance de la Dernière Route (Critique) — Avec une arme de la variante critique, chaque allié vivant gagne à la place +8 % de Chance critique et +15 Dégâts critiques pendant deux tours."
Bell of the Lightless Deep,Bell of the Lightless Deep,Campana dell'Abisso Senza Luce,Glocke der lichtlosen Tiefe,Cloche des Profondeurs Sans Lumière
"Every fifth action removes all negative effects from the two lowest-HP allies, then heals each for 5% Max HP. Unique-equipped.","Every fifth action removes all negative effects from the two lowest-HP allies, then heals each for 5% Max HP. Unique-equipped.","Ogni quinta azione rimuove tutti gli effetti negativi dai due alleati con meno PV, poi cura ciascuno del 5% dei PV massimi. Equipaggiamento unico.",Jede fünfte Aktion entfernt alle negativen Effekte von den beiden Verbündeten mit den niedrigsten LP und heilt danach jeden um 5 % der maximalen LP. Einzigartig ausrüstbar.,"Toutes les cinq actions, retire tous les effets négatifs des deux alliés ayant le moins de PV, puis soigne chacun de 5 % de ses PV max. Équipement unique."
Beacon of the Deep,Beacon of the Deep,Faro delle profondità,Leuchtfeuer der Tiefe,Fanal des Profondeurs
Bellwake Resonance — Equip this unique accessory with any crafted Lightless Armada weapon. Each ally selected by Sound Without Air also gains 8 MP.,Bellwake Resonance — Equip this unique accessory with any crafted Lightless Armada weapon. Each ally selected by Sound Without Air also gains 8 MP.,Risonanza dei Rintocchi — Equipaggia questo accessorio unico insieme a una qualsiasi arma creata dell'Armata Senza Luce. Ogni alleato selezionato da Suono Senza Aria ottiene anche 8 PM.,Glockenhall-Resonanz — Rüste dieses einzigartige Accessoire zusammen mit einer beliebigen gefertigten Waffe der Lichtlosen Armada aus. Jeder von Klang ohne Luft ausgewählte Verbündete erhält zudem 8 MP.,Résonance du Glas — Équipe cet accessoire unique avec n'importe quelle arme fabriquée de l'Armada Sans Lumière. Chaque allié sélectionné par Son Sans Air gagne également 8 PM.
